review,sentiment
the 1977 animated-live action hybrid version of gulliver 's travels or rather 'travel since he only gets as far as lilliput did n't get much of a release and it 's not too difficult to see why michel legrand comes up with some catchy tunes but they merely inspire lyricist don black to the likes of `` one simple fact remains/no-one here suffers from growing pains richard harris once again over-indulges in his passion for excessive makeup toning down the eyeliner for far too much foundation this time in an effort to hide the fact he 's at least 25 years too old for the role but at least he perhaps inappropriately reduces his larger-than-life tendencies for a performance made up mainly of patronising whispering the belgian animation looks only slightly better than early morning french children 's tv but peter hunt 's film is not nearly as bad as it sounds  the use of real model sets for the animated characters harks back to max and dave fleischer 's 1939 version while a couple of moments of swiftian satire do remain although it 's definitely aimed at the youngest of children,0
irene jacob is mesmerizing in this final installment of krzysztof kieslowski 's trilogy and the story is infinitely satisfying as it succeeds in tying all three films together i am simply in awe of the amount of talent it took to do one of these stories let alone all three everything seems to fit together so precisely all the elements of filmmaking so eloquently executed and the end result so much greater than the sum of the individual parts trois couleurs is epic in nature and belongs on any list of great cinematic achievements simply brilliant,1
if you are a fan of slap-stick that has terrible writing awful acting and cliche after cliche this one is for you there is far too much to list for the reasons why this movie sucks in a brief synopsis people with a combined iq of 100 journey to new mexico on a race for 200 million dollars and yes they are all apparently super heroes as they can do many things such as jump onto trains that are traveling 80+ mph survive numerous car crashes and endless instances of outright cartoonish roadrunner and coyote antics if you are a teen or dont want to think for a movie this one is for you .. not one actor outside of lovitz is believeable at all .. lovitz saves the movie from a 1 with the hitler bit 2/10 save yourself the 2 hours of pain and 4,0
hummmm ... another keystone comedy set in the park it seems that the number one location spot for shooting was in this same local park as so many of chaplin 's and arbuckle 's films are set there and while this is yet another one it is different enough and well made that i still enjoyed it fatty is interested in a younger than usual looking and acting mabel normand i think she 's supposed to be a little younger though in her mother 's eyes she is too young to be interested in men well fatty does not share her feelings and soon he and mabel run away for some innocent fun things get complicated when the mother 's watch is stolen fatty finds it and gives it to mabel as a gift ... and many problems result decent pacing and the fact that this movie did not rely too much on cheap slapstick but a reasonable plot make this a cute and enjoyable little film,1
this is not the best movie you might ever see but it still is very refreshing of course it has it 's flaws it has it 's humbling moments and yet at the same time it 's different from all the sh t you 're used to and is funny in a way only the french can give you this you might recognize a little from the masterpiece amelie when you see the opening i give it 7 out of 10 but still reccomend it to you if you 're tired of the usual bore you can rent in the videostore,1
this is the story of a news investigator who hates his job which prove why actors even as weak as tom cruise and denzel washington are on the big screen and your neighbors are not i 'll say this though the better moments show some basis for being really funny not just wacky to keep trying maybe taking some classes and using the time to keep learning how to make a good movie `` dude where 's my car '' and the `` scary movie '' sequence have it all over this ... college attempt the lighting was n't the production was n't and the script had moments the conversation from space very nice try unconvincingly executed this reminded me of `` dark star '' which is about being `` lost in space '' but this movie is just lost the talent was the bartender he said 'dog so annoyingly that i knew he had to be acting ... was n't he ... now that 's acting the mark hammond guy and marty i guess i gave the movie a point for each one of them ... 3/10 -ld ______________________________________________ my faith http //www.angelfire.com/ny5/jbc33/,0
i saw this movie when it aired on the wb and fell in love with riley smith immediately i would recommend the movie to people of all ages who just feel like being entertained and not much more i wish they 'd air it again or cast riley smith in another movie,1
for a while it seemed like this show was on 24/7 then apparently there was a second season or some other kind of continuation of this horrible show about the two most vapid and conceited people who have ever been filmed all the other comments have captured the essence of these two selfish haggish airheads perfectly not much less can be said about them besides what everyone else has said i doubt these two ladies have souls and more than likely they made some kind of faustian bargain in order to get their lizardly snouts on a television series may the fates protect the human race from any more exposure to the ghastly girls,0
you 've got to be kidding this movie sucked for the sci-fi fans i would only recommend watching this only if you think armageddon was good,0
even a decade after `` frontline '' aired on the abc near as i can tell `` current affairs '' programmes are still using the same tricks over and over time after time `` today tonight '' and `` a current affair '' are seen to be hiding behind the facade of journalistic professionalism and yet they feed us nothing but tired stories about weight-loss and dodgy tradesmen shameless network promotions and pointless celebrity puff-pieces having often been subjected to that entertainment-less void between 'the simpsons at 6:00 pm and 'sale of the century or 'temptation at 7:00 pm i was all too aware of the little tricks that these shows would use to attract ratings fortunately four rising comedians  rob sitch jane kennedy santo cilauro and tom gleisner  were also all too aware of all this and they crafted their frustrations into one of the most wickedly-hilarious media satires you 'll ever see on television the four entertainers had already met with comedic success their previous most memorable television stint being on 'the late show the brilliant saturday night variety show which ran for two seasons from 1992-1993 and also featured fellow comedians mick molloy tony martin jason stephens and judith lucy `` frontline '' boasts an ensemble of colourful characters each with their own distinct and quirky personality the current-affairs show is headed by nicely-groomed mike moore rob sitch an ambitious pretentious dim-witted narcissist mike works under the delusion that the show is serving a vital role for society  he is always adamant that they `` maintain their journalistic integrity ''  and his executive producers have excelled into getting him to believe just that mike is basically a puppet to bring the news to the people occasionally he gets the inkling that he is being led along by the nose but usually this thought is stamped out via appeals to his vanity or promises of a promotion brooke vandenberg jane kennedy is the senior female reporter on the show she is constantly concerned about her looks and public profile and if the rumours are to be believed she has had a romantic liaison with just about every male celebrity in existence another equally amoral reporter marty di stasio is portrayed by tiriel mora who memorably played inept solicitor dennis denuto in the australian comedy classic 'the castle emma ward alison whyte is the line producer on the show and the single shining beacon of morality on the `` frontline '' set then there 's the highly-amusing weatherman geoffrey salter santo cilauro mike 's best friend and confidant geoff makes a living out of always agreeing with mike 's opinion and of laughing uproariously at his jokes before admitting that he does n't get them for each of the shows three seasons we are treated to a different ep executive producer brian thompson bruno lawrence who unfortunately passed away in 1995 runs the programme during season 1. he has a decent set of morals and is always civil to his employees and yet is more-than-willing to cast these aside in favour of high ratings sam murphy kevin j. wilson arrives on set in season 2 a hard-nosed smooth-talking producer who knows exactly how to string mike along the last episode of the second season when mike finally gets the better of him is a classic moment graeme `` prowsey '' prowse steve bisley ep for the third season is crude unpleasant and unashamedly sexist it 's therefore remarkable that you eventually come to like him with its cast of distinctive exaggerated characters `` frontline '' has a lot of fun satirising current-affairs programmes and their dubious methods for winning ratings many of the episodes were shot quickly and cheaply often implementing many plot ideas from recent real-life situations but this never really detracts from the show 's topicality ten years on celebrity cameos come in abundance with some of the most memorable appearances including pauline hanson don burke and jon english watch out for harry shearer 's hilarious appearance in the season 2 episode `` changing the face of current affairs '' playing larry hadges an american hired by the network to reform the show particularly in the third season i noticed that `` frontline '' boasted an extremely gritty form of black humour uncharacteristic for such a light-hearted comedy show genuinely funny moments are born from brooke being surreptitiously bribed into having an abortion murder by a crazed gunman and mike treacherously betraying his best friend 's hopes and dreams only to be told that he is a good friend the series final minute  minus an added-scene during the credits which was probably added just in case a fourth season was to be produced  was probably the greatest blackest ending to a comedy series that i 've yet seen below is listed a very tentative list of my top five favourite `` frontline '' episodes but make no mistake every single half-hour is absolutely hilarious and hard-hitting satire 1 `` the siege '' season 1 2 `` give 'em enough rope '' season 2 3 `` addicted to fame '' season 3 4 `` basic instincts '' season 2 5 `` add sex and stir '' season 1,1
excellent and highly under-rated from beginning to end one of oliver 's best well scripted directed shot acted and stuarts copeland 's soundtrack trivia the music during the end credits vaguely sounds like a late 90 's pop hit by `` spacehog '' band eric and cast are brilliant let alone the callers what a whirlwind of emotions it make 's your hair stand on end ... '' necks will be broke and whips will crack '' -- in a old female southern accent .. yike creepy scary than any horror movie 10 out of 10 em,1
this is a great story although there are some jimmy stewart cornball parts for the most part it is a compelling tale about an individual with a compelling drive vision and sense of adventure to say the least the bottom line is it is one of my favorites to watch and i 've done so probably dozens to times -- that is until someone stole it our of a bag i brefly left on a plane on a flight to california some have commented about too many flashbacks but i do n't know a better way to keep a long flight interesting for those of us who actually fly flight can be hours of boredom punctuated by moments of terror i would n't have wanted to see the flight shortened at all the oppressive need for sleep and the drone and surrounding loneliness is part of the story there are many parts that i particularly like including the takeoff from long island and landing at night in paris wow things have really changed with us and the french since then the airplane building scenes and the record-breaking flight from san diego are interesting as is the incident over the atlantic in ice which i understand is not completely true but did happen on the san diego flight one gets the sense that one of lindbergh 's biggest assets are his enlightened supporters as well as his persistence some of the lines that ring in my head now and then include `` pull the chocks '' on the takeoff scene and `` i hope i do n't have to use it that way '' when describing the submarine-like `` periscope '' to the lady who lent him a mirror so he could better see his overhead instruments this movie is not for everybody but it certainly is for me i hope they make it on dvd soon so i can replace my stolen version,1
i am a 58 year old man.on a rainy afternoon my wife suggested that we go see the women after reading the reviews i thought it might lead to an afternoon nap wrong- this movie held my interest from start to finish it was great to finally see meg ryan looking super again let 's face it meg looks much better with long hair annette benning looked different to me in every scene she was in candice bergen is showing her age as is carrie fisher the daughter molly was exceptionally acted by young india.i was able to understand the dialog which is tough in many current films due to rapid speech cloris leachman and the woman from finland were terrific as the housekeepers who extend their regular duties the nyc scenes were nice to see oh and bette midler had a short role but as usual was terrific so i gave this chick flick a 9. guys- go see this even just for the eye candy like eva mendes it wo n't disappoint,1
man this movie is awesome especially the part they show the italian chick damn shes incredibly hot shes not your average italian mna i would go see that movie over and over just to see that chick i really enjoyed the movie really hot girl shes steamy sexy also the actor are really good but the girl is better i think the actor played a better part in pride and prejudice so i do n't think he acted in his highest level but yeah back to the girl i mean shes gorgeous perfect and i could only wish her luck in her future movies yeah also her acting skills in such young age was awesome i was just amazed wit her performance what a great actress so yeah i recommend everybody this great movie,1
with its ww2 timing falling in and out of love and easy on the eye kira this is re-atonement this a relationship story with focused main characters working out the the balance between first and fast love in the home front of ww2 poet dylan thomas philanders his way between wife and ex in dark and smoky blitz london and later in windy wales vera 's ex and next spark off each other as the poet and soldier become a sideline while the girls bond and share an easy watch that works well in the era bouncing along with just a few dips in pace would work well with french subtitles but then i may have been to too many art house movies lately,1
say what you will about cinema 's `` wizard of gore '' herschell gordon lewis it must be conceded that from his first films 1963 's trashy `` blood feast '' and 1964 's crackerbarrel massacre `` two thousand maniacs '' to his last 1972 's `` the gore gore girls '' the man remained faithful to his muse gleefully chopping up the bodies of young men and women for the delectation of the camera in `` gore gore '' for example someone has been mutilating the pasty-faced and pasty-clad strippers at the tops bottoms club and obnoxious ex-detective gentry is hired by a hotty cub reporter to assist on the case the film features remarkably annoying and repetitive background music terrible lighting abysmal acting repugnant characters problematic sound and of course some of lewis patented gross-out scenes thus one of the strippers has her face shoved into boiling oil one has her head ripped open another has her face ironed and her nippies cut off and still another has her bum paddled with a meat tenderizer until her entire backside is covered with what appears to be buitoni tomato sauce i could be wrong here it might have been ragu the film also throws out some fairly lame humor although some of the lines are pretty funny for example we learn that the real name of slain stripper suzie creampuff was ... ethel creampuff a bottle of acid says `` made in poland '' on it do n't know why but i thought this was funny and some of strip club owner henny youngman 's lines are of course amusing still this is not the movie to show to aunt ethel or sister agatha it is one of the sickest you 'll ever see with only one surefire crowd-pleasing moment -- the title card at the film 's conclusion that reads `` we announce with pride this movie is over '',0
i am shocked to see that this movie has been given more than two stars by some people they must either be kidding or be totally blind for the art of acting directing and other flaws of the movie i must admit that i just could not force myself to sit through the whole movie it was just too bad the three first characters not including the `` digger '' were just awful actors and i mean awful maybe the director did n't care or may be he is a worse director it was like watching a bad school play the movie was of course filmed with a video camera lowbudget not real film and the light settings were not very good either in addition the sound man if they had one must either have been a newbie or a drunk as the sound were amateurish even in one of the first scenes from the kitchen awful acting btw the sound from the dialog was pretty bad for example when the woman moved her head while speaking you could hear her voice disappear and come back it sounded like they had tried to correct that in post-production by turning up the volume a bit when she turns her head in addition you had the ongoing irritating buzzing sound from either camera equipment or other sources in the kitchen all these squeakers in the first 5 minutes or so need i say more a good school project or fun project for friends to watch but should never have been released for a real audience especially not for a paying audience this was a rip off unless you have a very low standard regarding movies or just bad taste you are warned sb,0
large corporations vs. conscientious do good-ers we seem to witness events both real life and reel life of this sort all the time and most of the time greed wins by employing every means dirty necessary and the truth gets suppressed at least in this movie jack godell jack lemmon got his points across and paid for it dearly we have seen several more movies of this sort being made in the recent years the most memorable of which was 'the insider where russell crowe played a tobacco industry scientist who tried to blow the whistle claiming that the industry added more nicotine in cigarettes to make smokers addicted there was also this reporter-protagonist angle where the reporter is looking for the scoop of his/her dreams and the protagonist is faced with this moral dilemma where he/she has to choose between righteousness and his livelihood and sometimes his/her life jane fonda played reporter kimberly wells to perfection she plays a reporter who wishes to pursue serious news whereas her bosses value her more as an 'eye-candy she and her crew the cameraman played by post-'coma michael douglas who is also the producer of the movie witness an accident in a nuclear power plant while they were on a visit cameraman michael douglas sneakily/illegally gets footage of that event on tape in spite being a no-photography zone and smuggles it out of the station the station refuses to air it and informs the corporation that owns the nuclear station in the mean time the chief engineer jack godell launches an investigation of his own and discovers a lot of irregularities in the equipment that 's being used for the reactor this starts all the dirty politics of corruption and greed this is a good thriller and it managed to create a lot of tension in the audience till the end and the funny thing was that there was no background score to suggest all the scary moments now that 's great and unusual in movies performances were all good and i love jack lemmon we primarily know him for his comedic roles but he is equally good in dramatic roles i give this movie an 8/10,1
some spoilers a soap has some wonderful moments to recommend it when charlotte and veronica get close to intimacy is a beautiful low key truly erotic scene i also loved the music score and the soft muted cinematography i 'm not clear if the curious stop and start structure of the film comes from it being digested originally in serialized form the announcer describing the action in sections is quite annoying my biggest problem with this film is its rather absurd depiction of a transwomen and her life of course she has to be shown as a sexworker what else scatterbrained impractical absurdly frilly/girly completely hopeless when it comes to dressing and incapable of making any interpersonal attachments in the world moreover she 's always shown with two days growth of beard for some bizarre reason as if to emphasize how tawdry her life is and she 's waiting to get gender reassignment surgery when she seemingly has done nothing else to forward her transitioning in truth the character resembles a drag queen not someone in the midst of transitioning these are typical fantasies of people from the outside who really are n't connected to transpeople the film 's fetishization of grs surgery is a way of objectifying people who are going through transition not impressed with this aspect of the film in the least at the very least why not have the character played by someone who really is transgender ... i thought the male actor portraying veronica was okay but no better than that much better was the woman portraying charlotte a very complex character full of energy self-loathing desire and contradictions if she was so fascinated by someone with female energy a charlotte could go out to a women 's bar in two seconds and find it yes she was drawn to veronica but more as an abstract idea of someone with male/female characteristics a gentle touch but with a good punch not as a unique person yes what a soap says about love is often lovely and moving but that does n't mean an already stereotyped minority has to be stereotyped some more in the process this film also proves that danes are lousy dancers for such a promising premise better executed in a film like `` different for girls '' the final film is a letdown,0
this movie is great -- especially if you enjoy visual arts the scenery that the two daughters paint and photograph are beautiful the story is also both funny and poignant at times people who like european films and `` art movies '' will like this movie this is truly an art movie -- it actually has a lot of art in it go rent it,1
i originally watched this because i thought it was going to be the sequel to the league of extraordinary gentlemen and this movie is a whole different thing entirely going on here-a comedy however i loved it anyways the league of gentlemen is apparently some british tv series with some rather odd characters and some sharp humour this is british comedy so it revolves around being very silly dressing up in costumes and making lots of fun of germans and french homosexual references- in short it 's very very funny the plot revolves around the writers of the tv show deciding to cancel some of the characters and the characters coming out of their dimension into the writer 's dimension to stop that from happening it 's a fun twist and there 's plenty of great scenes in this idiotic adventure i laughed out loud numerous times and applauded the brazen style of humour this makes mr bean look like the watered down wimp he is rowan is much better in black adder series btw this is not monty python but you can never escape the comparison when you are talking british humour and there are a few similarities but not so many as to keep it from being it 's own thing and being fresh it leans more towards the young ones and guest house paradiso in its comedic style if you liked this check out the young ones series and guest house paradiso movie and of course i assume the tv series league of gentlemen must be rather funny as well,1
a lot about usa the movie can be summed up in its title it draws parallels between the attitudes of this country in the face of war and a kind of hollywood-like falseness that glorifies things that should n't be glorified i 'm not sure i agree with the filmmaker 's take on recent events although truthfully i ca n't always tell exactly where he stands but i admire the unusual and artistic way of getting the point across audio tracks of speeches radio interviews poetry etc play as large a role here as visuals most of the time the visuals of the story are accompanied by these audio elements to good effect i 'm kind of a radio buff so it was satisfying to hear the way that radio was integrated into the pace of the movie in fact most of the dialog takes place over the story rather than having characters talk to one another that 's not to say that there are n't `` characters '' real people but except for `` jim '' the protagonist a kind of '60 's drop out with an erratic state of mind the others come and go pretty quickly a few make a very powerful impression especially a guru-like taxi driver who seems to be the voice of wisdom itself when he breaks out into a spontaneous song of prayer while driving jim to the subway it is a very powerful moment on the cover of the dvd is the quote `` the danger is clear '' which is taken from president bush 's speech that paved the way to our incursion into iraq in retrospect hearing that speech at a climactic moment in the film brought home how we are living in a historically charged moment which will always be remembered,1
totally genius film from the cky crew ...... not the jackass boys ..... johnny knoxville chris pontius steve-o etc are not in this film ok so maybe they r not the best actors but its not what you call a serious film ...... but hey there havin fun and its totally funny to watch who does n't want to see don vito dressed as a roman emperor a total must if you like viva la bam or cky ............ an amazing soundtrack provided by the almighty him cky and others ...... check out the extra features on the dvd especially bran 's freestyle chinese rap number two ...... seriously hilarious ........... check this film out ........ you wont regret it ......... 10/10,1
disappointing comedy-drama with sentimental coating has michael j. fox ideally cast as a former child star who now runs a talent agency for thespian tots nathan lane and cyndi lauper are his assistants this all sounds as if it ca n't miss however too much of the scenario is given over to strident christina vidal as a streetwise tyke whom fox believes will be the next big thing they lock quickly lock heads and the bantering dialogue takes them back and forth to an uninteresting formula finish fox and lane are both appealing but the energy of the early scenes gives way to treacle slickly produced but ultimately stale 1/2 from,0
like the previous commentator on this film i too found myself in tears at times during this movie sometimes one wonders how a film of such awe-inspiring awfulness comes into existence from the first moment when our protagonist wakes up in his new york apartment from a dream of subway trains intercut with galloping horses what irish emigrant has n't had that one its clear we are in trouble and it does n't get much better whisked back to 1950s ireland we enter a world where everybody speaks without intonation and exclusively on the topic of the irish civil war schoolchildren go to school to learn about the civil war the drinkers in the pub divide themselves according to their civil war allegiances remembrances are carried out for those who died in the civil war the town is divided between those who believe we should remember and those who want to forget ... the civil war every glance and conversation is dripping with meaning that traces back to the civil war the blurb on the videocover of broken harvest suggests that the film is a parable of the troubles in modern ireland the only parallel which strikes me is that in present day dublin conversation is indeed dominated by one topic house prices if its intention is to offer some sort of insight into ireland 's obsession with its past it fails miserably it is striking how few irish films have dealt with the irish civil war and its legacies however it will take a film of a great deal more subtlety and intelligence than this one to tell us anything about the lasting effects of such a traumatic event on the nation 's psyche for those american viewers who have suggested the film evokes the atmosphere of 1950s ireland it does n't 1950s ireland was a horrible poverty stricken pit of sexual repression and misery from which young people fled in their droves however there was more than one topic of conversation,0
italian soft x exorcist clone woman buy statue of crucified thief said thief comes to life and turns out to be the devil with rape fantasies ivan rassimov plays the devil brilliantly mostly due to his gift of evil looks and because he was never above doing nudity good on him the actress in the lead did a decent job her wide eyed innocence and the fact that she looked great naked helped this one has a similar plot element to most italian horror films the girl 's parents are filthy rich and depraved watch it to get the details laura gemser 's husband gabriel tinti also appears as a random stud his part is basically phoned-in but like a cheap beer it did the job fault the director for its failings this could have been a horror/sex classic,1
i saw this title again on shemaroo i also asked my nephew who was 17 to watch the same with me i am 35 and he is 17. he liked it and i did too it still is funny a little childish a times but still very clean entertainment satish shah is hilarious in multiple roles this sitcom would still fare better than many of the recent serials on tv but obviously some people obviously like mundane fares that come out today it would have been nice that shafi inamdar would have continued for all the seasons he is no longer alive today i would wish if someone could list all the episodes here who can forget the lines `` yeh kya ho raha hai '' `` what a relief '' `` kaat daalu boss '' `` vyavhaar hai vyavhaar '' `` 30 years ka experience hai '' and the title track yeh jo hai zindagi teaching us to live the life as it comes and take enjoyment out of it the life of common people i still like this sitcom it may not seem as funny at times but certain episodes are still hilarious,1
assy mcgee is a show that you really have to be a certain age to appreciate otherwise it 's likely you 'll miss the references to 80 's cop films and simply think it 's a running gag about a walking rectum think it 's brainless infantile poop humor go watch the stallone film 'cobra and you 'll see what i mean this show actually has very subtle humor which says a lot both for a show that aired on adult swim and for a show about a walking ass all the standard genre clichés are in place that made movies like dirt harry and cobra so great and ripe for parody sanchez is assy 's partner who is as per the genre level-headed and constantly apologizing for his partner 's homicidal behavior the police chief is of course a fire-breathing hard case who lives to scream `` i want your badge on my desk first thing tomorrow morning '' the over-the-top and sometimes completely nonsensical manner in which the 1980 's 'renegade cop film is parodied suits the subject matter well for instance while breaking up a bus robbery one of the criminals stops to ask assy `` hey where are you going asshole '' to which the title character snaps off the one-liner `` i 'm going ... to shoot you '' highly recommended for anybody who loves 80 's action movies and has actually viewed enough of them to understand the humor,1
the worst film i have seen in the last 12 months the plot of the story was uninteresting the movie ended when he became gingesh khan i always thought there happened something really interesting afterwards i knew that mongolia and all the areas where the movie played have beautiful landscapes but the movie did n't profit from that the jokes where really poor the narrator gingesh himself could have told a bit more about mongolian history traditions etc my co-viewer knew nothing about that at all so he was a bit lost i was so looking forward to see this film but was really disappointed after all it was one out of 3 movies i have ever seen in cinema where i considered to leave before the end,0
i read the book before watching the movie and it left me emotionally drained but i felt that it truly transported me to afghanistan a culture i know very little about i had great hopes for this movie and it did not disappoint i watched this with someone who did n't read the book and he also enjoyed it they had to shorten some things in the movie but it was a well acted and well shot film it leaves you thinking about the movie long after it is over you feel for the characters and their plights i highly recommend this movie to those who like emotionally draining drama and want to experience afghani culture there are some disturbing scenes not suitable for children to watch it is a heavy drama depicting the horrors of life under a restrictive regime,1
there are so many positive reviews on return to me that my opinion is not necessary to encourage you to watch this movie however i feel the need to express my admiration for this unique movie bonnie hunt has proved that she is not only an exceptional actress but also a marvelous director and script writer this movie has everything and is full of humanity tenderness sense of humor ... do n't miss it do n't wait any longer and regarding the poor reviews do n't pay any attention some viewers forget that this type of movies have to be watched with your heart not only with your eyes if some viewers prefer notting hill or you 've got mail that 's their mistake for me return to me is a true gem an unforgettable movie,1
wow ... reading through these comments i see a remarkable socio-cultural clash theme emerging between the us and ... the dutch the us p.o.v appears to be that this is quite a good little movie parker being a likable hero the story a light-hearted rendition of what could be a glorified form of reality all three dutch reviewers view the world through a totally different pair of glasses it seems they categorically and in surprisingly similar terms agree the movie is a disaster far be it from me to take sides in what appears to be a dispute between cultures on this item as wide apart as the ocean that separates them geographically still based on factual observation i saw the movie with my very own eyes i suspect the dutch are not too far off the mark `` parker kane '' is poorly made utterly boring and really not worth the celluloid that was no doubt wasted in its creation,0
this is a fact that this is the 1st saudi feature film to be shown in cinema theaters but not in saudi arabia for a simple reason we do n't have cinema theaters in our large kingdom .. not only one cinema theater the government forbidden opening cinema theaters after the islamic extremists or the religious police or both asked for closing it in the late 1970s the early 1980s .. accusing the 7th art with encouraging wrong sex relationships and stuff like that .. i do n't see a powerful reason why we do n't open cinema theaters .. we have many videos stores throughout the kingdom we watch movies in the tv from some satellite channels we can install the `` showtime '' set channels and after all movies in general seems harmless in many ways .. i know many people how go to neighboring countries only to watch a couple of films .. i personally went to bahrain several times only to watch films in theaters because watching it there is big fun unlike watching a movie home saudis pay the most expensive cinema ticket in the world we travel to watch movies while the rest of the world have cinema theaters around every town this is one of the problems that we are having .. the movie is produced and presented by rotana filmed entertainment which is a major company belongs to the saudi tycoon-prince alwaleed bin talal the 8th richest man in the world the movie 's title is a word means literally `` how are you '' but it is also a slang means `` what 's up `` sometimes used as a slang to say `` bad '' about something and sometimes is used as a slang to tell someone politely to mind his business not to interfere in someone else 's affairs anyway i think they meant how are you what 's up in the same time i could be wrong though male actors are from saudi arabia like hisham abdulrahman who is very famous and has some popularity after winning 1st prize in arabian realty show more like `` american idol '' he works in some tv programs like the arabian version of `` cash taxi '' .. the other famous actor is khaled sami who is funny and has a very good sense of humor .. other actors like mishal al-mutairi turki al-yusuf and ali al sabea are less famous and they work on some tv series shows female actresses are non-saudis and they did a very good job speaking the saudi accent .. jordanian actress mais hamdan in leading role emeriti actress fatima al-hawsani .. not that we do n't have saudi actresses but are few and not that good a saudi critic `` rja al-mutairi '' who writes for alriyadh newspaper the most popular newspaper in the kingdom wrote about it saying `` lets not expect much of the 1st saudi feature film it was born in unusual circumstances therefore we ca n't judge it under the usual standards like any other film it is a fact that the movie hit a huge financial success in its 1st opening days only in kingdom of bahrain the movie is fresh and is about a saudi family deals interacts with controversial fresh issues inside the saudi society like women driving cars the low-shallow thoughts about the arts the guardianship of the society by a certain group the differences between being conservative and being an extremist the ideas are good but you feel you are lost in the middle of the movie one of the movie 's advantages is the beautiful music score by rajeh dawood which was good but sometimes it does n't match or express what 's in the picture turki al-yusuf did a great job .. his performance was the best alongside with mais hamdan .. the biggest loser is the leading actor hisham abdulrahman who came behind the supporting actors mishal al-mutairi ali al sabea and khaled sami who did a good job within the limits of their roles after all `` keif al-hal '' even with all of its disadvantages still an ok movie and it is a very good 1st step of rotana .. and the movie became the speech of people and streets which is a golden goal to make a strong debates inside the saudi society about movies in general until they become aware of the importance of the 7th art and other arts '' ps there is another saudi filmmaker `` abdullah almohaisen '' claims that he directed the 1st saudi movie titled `` shadows of silence '' i have n't seen the movie yet .. i hope i 've been helpful,0
ah classic comedy at the point in the movie where brains get messed together a two minute scene with bruce campbell beating himself up partially reminds me of how simplistic movies and ideas can grab you and wrap you into a whole movie for years and years bruce campbell knows what kind of movies we want out of him we want to see weird movies like bubba ho tep we want to see cameo roles in sam raimi movies and we want to see 'man with the screaming brain with the title alone one knows that it 's going to border that completely silly type of movie like army of darkness only with more silly and less monsters the idea of the movie is simple bruce sees doctor doctor has new idea bruce gets bad things happen to him on way to see doctor coincidentally it 's the thing the doctor wanted to show him that saves him hilarity ensues with the addition of ted raimi as a weird russian guy and journeyman stacy keach as dr. ivan ivanovich ivanov it 's funny that does this movie complete funny never a point of scary if you like the silly bruce campbell you 'll like this then again why would you be watching this if you did n't like bruce campbell,1
`` a minute to pray a second to die '' is a quality spaghetti western with a solid cast and an interesting storyline it is filmed beautifully with a relatively high production value for a film in this genre alex cord does a terrific job portraying clay mccord an outlaw who is suffering from increasingly debilitating seizures he is seeking amnesty before his enemies close in on him but is being too cocky for his own good when he asks for it robert ryan delivers the best performance in the film as the governor of new mexico mario brega and arthur kennedy are also great here this movie is very good but it does n't stand out to me as being one of the best spaghetti westerns out there it 's lacking too much in style to be in the same league as any of the great ones it does have some cool spaghetti overtones but overall it 's a bit too much like an american western this is especially evident in the music score which is ok as movies go in general but pretty dull by euro-western standards the soundtrack kind of reminds me of the music from `` the unforgiven '' although there is an interesting story here it is told in a manner which is a bit too conventional for my tastes if a spaghetti western fan and a hollywood western fan had to watch a movie together this one would be the perfect compromise all of this is not to say that anyone should avoid this film i did enjoy watching it very much as i said it is a very well-done film and i recommend it to anyone who likes westerns spaghetti or otherwise,1
some will say this movie is a guilty pleasure i loved this flick but i do n't feel guilty about it you can tell the whole cast and crew had fun making this movie but jack frost 2 wo n't go over well with some people right from the beginning you can tell this movie will be cheesy and it definitely has an amateurish look to it well if you get the privilege to watch this movie after watching it remember that jack frost 2 revenge of the mutant killer snowman is a pleasure not a guilty pleasure now because i ca n't fill up ten lines heres some great scenes spoilers the three women on the beach had great deaths the first one had jack in a tree trying to drop icicles on one of them he kept missing so he dropped an anvil on her the next woman fell on a bed of icicles the last one was stabbed in the eyes with tongs the other great one was where two surfers stoners are hanging out near a frozen pole one of them gets their tongue stuck on it of course jack frost pulls him back a rips his tongue off while saying `` cowa-tongue-a dude '' well you have to see it for yourself and of course the snowball children kicked ass end spoilers infinity stars,1
